time,GHB_2_6_10,GHB_3_6_10,ESTUARY2,ESTUARY3
27.91666666667,-394.9224515715142,-7408.795491486611,-5925.582194736070,-113110.8961522920
28.00000000000,-402.5830793770454,-7980.601553893101,-6040.602353289560,-121692.4052239191
28.08333333333,-425.4526674704161,-8889.044217776764,-6383.759517076383,-135323.2366059184
28.16666666667,-443.0955385748634,-9327.915723664511,-6648.516308156190,-141910.3536804995
28.25000000000,-437.6056515378414,-8820.927782740553,-6566.279846537698,-134309.6582964071
28.33333333333,-413.1403016300956,-7816.837176631801,-6199.409477402086,-119252.6500418838
28.41666666667,-392.7720262334507,-7277.878523827987,-5893.995455622954,-111172.7614551409
28.50000000000,-396.1332608443682,-7734.405674608253,-5944.526655685188,-118025.0628497779
28.58333333333,-418.6802298976934,-8699.009973799606,-6282.846542592875,-132498.2721227940
28.66666666667,-438.6694653397773,-9258.973250501158,-6582.801084578584,-140901.6857113753
28.75000000000,-437.3340995089573,-8900.696714047623,-6562.885162611834,-135531.5440488799
28.83333333333,-416.6348782645484,-7993.175997932914,-6252.509763055888,-121922.9484989551
28.91666666667,-397.0831492198628,-7424.941779929504,-5959.346899768396,-113403.8164741405
29.00000000000,-397.1075690508987,-7718.087074417090,-5959.828358540618,-117805.3424557417
29.08333333333,-418.1150643092474,-8648.405605450402,-6275.058437954058,-131764.2533401788
29.16666666667,-439.0641809269305,-9271.244119296647,-6589.413629194059,-141110.7812357299
29.25000000000,-441.2817500505654,-9050.239049362890,-6622.794558209987,-137799.6671626077
29.33333333333,-419.9240682319794,-8074.273693782769,-6302.545089070205,-123164.3611021528
29.41666666667,-396.2167211240302,-7335.742935053288,-5947.050590143344,-112090.7741098207
29.50000000000,-391.8526063156662,-7501.342001391015,-5881.706441650343,-114579.1294405194
29.58333333333,-410.9764871257798,-8423.712599293667,-6168.684603093400,-128418.8462896599
29.66666666667,-433.7376705830911,-9163.719607261351,-6510.223254079805,-139522.9015556745
29.75000000000,-439.5689345823050,-9081.773859616085,-6597.812384666459,-138297.6500281867
29.83333333333,-422.6589621778891,-8240.050781260481,-6344.281731027508,-125675.9314367309
29.91666666667,-400.8535395077270,-7511.149337707008,-6017.319297143789,-114746.7430921497
30.00000000000,-393.8849554259764,-7528.705045063009,-5912.910874110439,-115014.4430537036
30.08333333333,-410.4613125946905,-8363.893885014182,-6161.678551538202,-127546.4506337062
30.16666666667,-433.4591854464730,-9145.450664447213,-6506.769829572906,-139273.7544876928
30.25000000000,-442.4628726324713,-9196.143885958352,-6641.947800948824,-140038.0464992876
30.33333333333,-426.9611936337218,-8375.621447364067,-6409.544198543424,-127734.2740403877
30.41666666667,-401.3891380482545,-7470.270294767684,-6026.084810211545,-114158.3047727892
30.50000000000,-389.7945130207775,-7339.567699802911,-5852.288167778321,-112202.1305590131
30.58333333333,-403.2085902873624,-8114.775167431011,-6053.623851849585,-123834.4334306706
30.66666666667,-427.2165221354462,-8995.891777598164,-6413.868235065365,-137055.1311809337
30.75000000000,-439.8987493950627,-9202.089430033322,-6604.226767009691,-140151.9634928716
30.83333333333,-428.4837024394161,-8505.729366989206,-6433.125627796776,-129710.6338042867
30.91666666667,-406.0001706292705,-7663.170068269885,-6095.997412299395,-117076.5772837412
31.00000000000,-392.4902047223785,-7400.053724249856,-5893.473747767850,-113134.2645222316
